simulation,kraftstoff,energie,arbeitskosten,kreditzins,kraftstoff_aenderung_prozent,energie_aenderung_prozent,arbeitskosten_aenderung_prozent,kreditzins_aenderung_prozentpunkte
1426,170.1,144.2,136.684714833,4.27,0.949554896142,-0.414364640884,2.39859370297,-0.09
1427,169.9,143.2,136.684714833,4.41,0.830860534125,-1.10497237569,2.39859370297,0.05
1428,163.3,144.2,137.824842105,4.29,-3.08605341246,-0.414364640884,3.25273038909,-0.07
1429,199.9,145.1,158.476199458,4.46,18.6350148368,0.207182320442,18.7238820361,0.1
1430,168.3,144.2,125.070398149,4.21,-0.118694362018,-0.414364640884,-6.30237696994,-0.15
1431,165,145.2,125.070398149,4.3,-2.07715133531,0.276243093923,-6.30237696994,-0.06
1432,174.5,144.8,144.551595951,4.27,3.56083086053,0,8.29213903749,-0.09
1433,174.4,144.2,128.393411802,4.55,3.50148367953,-0.414364640884,-3.81291115555,0.19
1434,192.4,144.8,122.121664327,4.35,14.1839762611,0,-8.51144765439,-0.01
1435,171.8,143.9,144.551595951,4.44,1.95845697329,-0.621546961326,8.29213903749,0.08
1436,159.8,144.7,136.684714833,4.29,-5.16320474777,-0.0690607734807,2.39859370297,-0.07
1437,172.4,144.5,128.393411802,4.41,2.31454005935,-0.207182320442,-3.81291115555,0.05
1438,168.2,144,138.648217105,4.3,-0.178041543027,-0.552486187845,3.86956923748,-0.06
1439,164.8,143.7,128.393411802,4.53,-2.19584569733,-0.759668508287,-3.81291115555,0.17
1440,171.8,144.5,135.295494737,4.38,1.95845697329,-0.207182320442,1.35784686952,0.02
1441,166.9,144.2,128.393411802,4.53,-0.949554896142,-0.414364640884,-3.81291115555,0.17
1442,167.6,144.6,144.551595951,4.27,-0.53412462908,-0.138121546961,8.29213903749,-0.09
1443,167.5,144.2,137.824842105,4.38,-0.593471810089,-0.414364640884,3.25273038909,0.02
1444,166.2,145.2,144.551595951,4.36,-1.3649851632,0.276243093923,8.29213903749,0
1445,164.3,144.5,136.684714833,4.44,-2.49258160237,-0.207182320442,2.39859370297,0.08
1446,166.9,143.4,135.295494737,4.3,-0.949554896142,-0.966850828729,1.35784686952,-0.06
1447,170.6,144.2,144.551595951,4.42,1.24629080119,-0.414364640884,8.29213903749,0.06
1448,164.5,143.2,124.919575439,4.31,-2.37388724036,-1.10497237569,-6.4153671714,-0.05
1449,166.2,144.1,122.121664327,4.6,-1.3649851632,-0.483425414365,-8.51144765439,0.24
1450,169.4,143.5,144.551595951,4.3,0.53412462908,-0.897790055249,8.29213903749,-0.06
1451,156.1,144.6,135.295494737,4.39,-7.3590504451,-0.138121546961,1.35784686952,0.03
1452,161.6,146.9,136.684714833,4.27,-4.09495548961,1.45027624309,2.39859370297,-0.09
1453,160.6,143.2,135.295494737,4.34,-4.6884272997,-1.10497237569,1.35784686952,-0.02
1454,164.3,143.5,144.551595951,4.29,-2.49258160237,-0.897790055249,8.29213903749,-0.07
1455,167.8,143.7,158.476199458,4.46,-0.415430267062,-0.759668508287,18.7238820361,0.1
1456,166.9,144.6,144.551595951,4.39,-0.949554896142,-0.138121546961,8.29213903749,0.03
1457,165.4,144.5,137.824842105,4.41,-1.83976261128,-0.207182320442,3.25273038909,0.05
1458,171,145.5,125.070398149,4.38,1.48367952522,0.483425414365,-6.30237696994,0.02
1459,167.1,147.9,125.070398149,4.55,-0.830860534125,2.1408839779,-6.30237696994,0.19
1460,167.8,144.2,144.551595951,4.23,-0.415430267062,-0.414364640884,8.29213903749,-0.13
1461,163.7,144.5,128.393411802,4.27,-2.84866468843,-0.207182320442,-3.81291115555,-0.09
1462,171.2,144.5,125.070398149,4.38,1.60237388724,-0.207182320442,-6.30237696994,0.02
1463,169.8,142.8,158.476199458,4.32,0.771513353116,-1.38121546961,18.7238820361,-0.04
1464,167.6,144,125.070398149,4.46,-0.53412462908,-0.552486187845,-6.30237696994,0.1
1465,170.1,143.9,122.121664327,4.6,0.949554896142,-0.621546961326,-8.51144765439,0.24
1466,162.2,141.6,158.476199458,4.35,-3.73887240356,-2.20994475138,18.7238820361,-0.01
1467,172.4,144.7,124.919575439,4.27,2.31454005935,-0.0690607734807,-6.4153671714,-0.09
1468,167.5,143.5,136.684714833,4.3,-0.593471810089,-0.897790055249,2.39859370297,-0.06
1469,167.1,145.1,138.648217105,4.3,-0.830860534125,0.207182320442,3.86956923748,-0.06
1470,167.8,144.3,125.070398149,4.3,-0.415430267062,-0.345303867403,-6.30237696994,-0.06
1471,166.2,143.5,144.551595951,4.36,-1.3649851632,-0.897790055249,8.29213903749,0
1472,167.4,144.4,144.551595951,4.3,-0.652818991098,-0.276243093923,8.29213903749,-0.06
1473,174.6,144.6,136.684714833,4.47,3.62017804154,-0.138121546961,2.39859370297,0.11
1474,163.7,144,128.393411802,4.46,-2.84866468843,-0.552486187845,-3.81291115555,0.1
1475,164.6,144,138.648217105,4.53,-2.31454005935,-0.552486187845,3.86956923748,0.17
1476,176,144,136.684714833,4.41,4.45103857567,-0.552486187845,2.39859370297,0.05
1477,166.9,143.5,158.476199458,4.38,-0.949554896142,-0.897790055249,18.7238820361,0.02
1478,198.1,143.2,137.824842105,4.27,17.5667655786,-1.10497237569,3.25273038909,-0.09
1479,170.2,144.4,136.684714833,4.27,1.00890207715,-0.276243093923,2.39859370297,-0.09
1480,174.1,144.6,128.393411802,4.41,3.3234421365,-0.138121546961,-3.81291115555,0.05
1481,153.9,145.2,136.684714833,4.3,-8.6646884273,0.276243093923,2.39859370297,-0.06
1482,165.7,144.9,144.551595951,4.53,-1.66172106825,0.0690607734807,8.29213903749,0.17
1483,169.8,144.4,135.295494737,4.41,0.771513353116,-0.276243093923,1.35784686952,0.05
1484,167.5,144.3,124.919575439,4.29,-0.593471810089,-0.345303867403,-6.4153671714,-0.07
1485,174.4,144.6,135.295494737,4.32,3.50148367953,-0.138121546961,1.35784686952,-0.04
1486,173.3,145.8,135.295494737,4.47,2.84866468843,0.690607734807,1.35784686952,0.11
1487,190.9,142.6,125.070398149,4.42,13.293768546,-1.51933701657,-6.30237696994,0.06
1488,168.4,147.3,144.551595951,4.29,-0.0593471810089,1.72651933702,8.29213903749,-0.07
1489,167.4,143.6,128.393411802,4.32,-0.652818991098,-0.828729281768,-3.81291115555,-0.04
1490,199.6,143.2,144.551595951,4.35,18.4569732938,-1.10497237569,8.29213903749,-0.01
1491,199.9,141,158.476199458,4.32,18.6350148368,-2.62430939227,18.7238820361,-0.04
1492,171.8,143.8,158.476199458,4.55,1.95845697329,-0.690607734807,18.7238820361,0.19
1493,163.7,143.3,122.121664327,4.34,-2.84866468843,-1.03591160221,-8.51144765439,-0.02
1494,174.5,145.7,128.393411802,4.32,3.56083086053,0.621546961326,-3.81291115555,-0.04
1495,176,146.3,138.648217105,4.24,4.45103857567,1.03591160221,3.86956923748,-0.12
1496,173,143.5,136.684714833,4.29,2.6706231454,-0.897790055249,2.39859370297,-0.07
1497,163.3,145.7,138.648217105,4.44,-3.08605341246,0.621546961326,3.86956923748,0.08
1498,166.4,144.5,135.295494737,4.27,-1.24629080119,-0.207182320442,1.35784686952,-0.09
1499,173.3,144.5,158.476199458,4.55,2.84866468843,-0.207182320442,18.7238820361,0.19
1500,171,144.8,144.551595951,4.39,1.48367952522,0,8.29213903749,0.03
1501,170.2,145.8,144.551595951,4.21,1.00890207715,0.690607734807,8.29213903749,-0.15
1502,166.1,144.5,135.295494737,4.38,-1.42433234421,-0.207182320442,1.35784686952,0.02
1503,167.5,147.5,124.919575439,4.36,-0.593471810089,1.86464088398,-6.4153671714,0
1504,169.4,144.5,124.919575439,4.29,0.53412462908,-0.207182320442,-6.4153671714,-0.07
1505,168.2,143.7,144.551595951,4.42,-0.178041543027,-0.759668508287,8.29213903749,0.06
1506,163.7,143.9,122.121664327,4.29,-2.84866468843,-0.621546961326,-8.51144765439,-0.07
1507,167.6,145.8,136.684714833,4.29,-0.53412462908,0.690607734807,2.39859370297,-0.07
1508,171,144.8,138.648217105,4.3,1.48367952522,0,3.86956923748,-0.06
1509,160.6,144.2,125.070398149,4.38,-4.6884272997,-0.414364640884,-6.30237696994,0.02
1510,170.1,144,135.295494737,4.3,0.949554896142,-0.552486187845,1.35784686952,-0.06
1511,162.6,142.6,128.393411802,4.21,-3.50148367953,-1.51933701657,-3.81291115555,-0.15
1512,159.8,141.4,144.551595951,4.41,-5.16320474777,-2.34806629834,8.29213903749,0.05
1513,174.5,144.8,136.684714833,4.36,3.56083086053,0,2.39859370297,0
1514,171.2,143.3,136.684714833,4.6,1.60237388724,-1.03591160221,2.39859370297,0.24
1515,167.5,144.2,122.121664327,4.29,-0.593471810089,-0.414364640884,-8.51144765439,-0.07
1516,177.5,144.5,138.648217105,4.53,5.3412462908,-0.207182320442,3.86956923748,0.17
1517,174.4,144.6,158.476199458,4.23,3.50148367953,-0.138121546961,18.7238820361,-0.13
1518,163.7,143.5,125.070398149,4.44,-2.84866468843,-0.897790055249,-6.30237696994,0.08
1519,167.5,143.6,135.295494737,4.23,-0.593471810089,-0.828729281768,1.35784686952,-0.13
1520,162.6,144.8,138.648217105,4.23,-3.50148367953,0,3.86956923748,-0.13
1521,162.6,146.1,136.684714833,4.21,-3.50148367953,0.897790055249,2.39859370297,-0.15
1522,175.7,144.8,135.295494737,4.41,4.27299703264,0,1.35784686952,0.05
1523,168.2,144.8,124.919575439,4.38,-0.178041543027,0,-6.4153671714,0.02
1524,167.8,143.7,135.295494737,4.6,-0.415430267062,-0.759668508287,1.35784686952,0.24
1525,172.4,145.8,144.551595951,4.3,2.31454005935,0.690607734807,8.29213903749,-0.06
1526,168.2,147.9,158.476199458,4.41,-0.178041543027,2.1408839779,18.7238820361,0.05
1527,170.6,145.2,122.121664327,4.55,1.24629080119,0.276243093923,-8.51144765439,0.19
1528,161.3,144.5,137.824842105,4.53,-4.27299703264,-0.207182320442,3.25273038909,0.17
1529,164.5,144.6,128.393411802,4.53,-2.37388724036,-0.138121546961,-3.81291115555,0.17
1530,166.4,140.4,124.919575439,4.24,-1.24629080119,-3.03867403315,-6.4153671714,-0.12
1531,165.7,144.8,158.476199458,4.27,-1.66172106825,0,18.7238820361,-0.09
1532,177.5,143.9,124.919575439,4.46,5.3412462908,-0.621546961326,-6.4153671714,0.1
1533,174.5,145.2,137.824842105,4.27,3.56083086053,0.276243093923,3.25273038909,-0.09
1534,167.5,144.2,125.070398149,4.34,-0.593471810089,-0.414364640884,-6.30237696994,-0.02
1535,170,144.5,137.824842105,4.23,0.890207715134,-0.207182320442,3.25273038909,-0.13
1536,163.7,143.4,144.551595951,4.35,-2.84866468843,-0.966850828729,8.29213903749,-0.01
1537,170.6,143.6,136.684714833,4.35,1.24629080119,-0.828729281768,2.39859370297,-0.01
1538,161.3,144,125.070398149,4.23,-4.27299703264,-0.552486187845,-6.30237696994,-0.13
1539,161.3,144.2,135.295494737,4.42,-4.27299703264,-0.414364640884,1.35784686952,0.06
1540,173,144.8,125.070398149,4.42,2.6706231454,0,-6.30237696994,0.06
1541,170,143.3,122.121664327,4.6,0.890207715134,-1.03591160221,-8.51144765439,0.24
1542,170.1,147.5,128.393411802,4.47,0.949554896142,1.86464088398,-3.81291115555,0.11
1543,165.4,144.6,158.476199458,4.24,-1.83976261128,-0.138121546961,18.7238820361,-0.12
1544,162.2,146.1,158.476199458,4.32,-3.73887240356,0.897790055249,18.7238820361,-0.04
1545,166.9,147.1,135.295494737,4.47,-0.949554896142,1.58839779006,1.35784686952,0.11
1546,168.2,144.5,144.551595951,4.44,-0.178041543027,-0.207182320442,8.29213903749,0.08
1547,164.6,143.5,158.476199458,4.6,-2.31454005935,-0.897790055249,18.7238820361,0.24
1548,165.7,144.1,158.476199458,4.42,-1.66172106825,-0.483425414365,18.7238820361,0.06
1549,169.4,144.3,137.824842105,4.39,0.53412462908,-0.345303867403,3.25273038909,0.03
1550,199.9,144.3,124.919575439,4.36,18.6350148368,-0.345303867403,-6.4153671714,0
1551,168.4,144.6,158.476199458,4.27,-0.0593471810089,-0.138121546961,18.7238820361,-0.09
1552,160.6,148.6,136.684714833,4.42,-4.6884272997,2.62430939227,2.39859370297,0.06
1553,166.9,144.7,124.919575439,4.27,-0.949554896142,-0.0690607734807,-6.4153671714,-0.09
1554,169.2,146.1,128.393411802,4.24,0.415430267062,0.897790055249,-3.81291115555,-0.12
1555,167.5,144.9,158.476199458,4.44,-0.593471810089,0.0690607734807,18.7238820361,0.08
1556,170.2,144.6,144.551595951,4.46,1.00890207715,-0.138121546961,8.29213903749,0.1
1557,176.2,145.2,158.476199458,4.32,4.56973293769,0.276243093923,18.7238820361,-0.04
1558,167.8,141.6,125.070398149,4.3,-0.415430267062,-2.20994475138,-6.30237696994,-0.06
1559,170.6,144.9,135.295494737,4.29,1.24629080119,0.0690607734807,1.35784686952,-0.07
1560,160.6,144.5,125.070398149,4.35,-4.6884272997,-0.207182320442,-6.30237696994,-0.01
1561,164.5,144.8,138.648217105,4.41,-2.37388724036,0,3.86956923748,0.05
1562,167.5,145.2,135.295494737,4.6,-0.593471810089,0.276243093923,1.35784686952,0.24
1563,164.5,143.9,128.393411802,4.39,-2.37388724036,-0.621546961326,-3.81291115555,0.03
1564,167.8,143.9,125.070398149,4.47,-0.415430267062,-0.621546961326,-6.30237696994,0.11
1565,164.3,146.3,137.824842105,4.46,-2.49258160237,1.03591160221,3.25273038909,0.1
1566,170.3,144.8,144.551595951,4.55,1.06824925816,0,8.29213903749,0.19
1567,167.6,143.5,135.295494737,4.41,-0.53412462908,-0.897790055249,1.35784686952,0.05
1568,161.6,142.8,138.648217105,4.42,-4.09495548961,-1.38121546961,3.86956923748,0.06
1569,169.2,144.8,144.551595951,4.34,0.415430267062,0,8.29213903749,-0.02
1570,168.2,147.3,122.121664327,4.41,-0.178041543027,1.72651933702,-8.51144765439,0.05
1571,163.7,141,144.551595951,4.39,-2.84866468843,-2.62430939227,8.29213903749,0.03
1572,146.7,144.9,158.476199458,4.6,-12.9376854599,0.0690607734807,18.7238820361,0.24
1573,165.4,143.6,128.393411802,4.35,-1.83976261128,-0.828729281768,-3.81291115555,-0.01
1574,159.8,147.9,128.393411802,4.27,-5.16320474777,2.1408839779,-3.81291115555,-0.09
1575,167.6,143.8,135.295494737,4.35,-0.53412462908,-0.690607734807,1.35784686952,-0.01
1576,176,141.4,158.476199458,4.35,4.45103857567,-2.34806629834,18.7238820361,-0.01
1577,167.8,143.8,125.070398149,4.3,-0.415430267062,-0.690607734807,-6.30237696994,-0.06
1578,173,144,135.295494737,4.35,2.6706231454,-0.552486187845,1.35784686952,-0.01
1579,172.4,144.6,122.121664327,4.32,2.31454005935,-0.138121546961,-8.51144765439,-0.04
1580,185.7,140.4,158.476199458,4.24,10.2077151335,-3.03867403315,18.7238820361,-0.12
1581,174.4,144.6,137.824842105,4.42,3.50148367953,-0.138121546961,3.25273038909,0.06
1582,174.5,144.5,124.919575439,4.32,3.56083086053,-0.207182320442,-6.4153671714,-0.04
1583,171,144,128.393411802,4.27,1.48367952522,-0.552486187845,-3.81291115555,-0.09
1584,169.2,146.9,137.824842105,4.35,0.415430267062,1.45027624309,3.25273038909,-0.01
1585,160.6,143.9,137.824842105,4.39,-4.6884272997,-0.621546961326,3.25273038909,0.03
1586,166.4,144.5,124.919575439,4.44,-1.24629080119,-0.207182320442,-6.4153671714,0.08
1587,164.3,144.5,138.648217105,4.46,-2.49258160237,-0.207182320442,3.86956923748,0.1
1588,166.9,145.5,158.476199458,4.41,-0.949554896142,0.483425414365,18.7238820361,0.05
1589,165.7,145.8,144.551595951,4.44,-1.66172106825,0.690607734807,8.29213903749,0.08
1590,167.4,143.4,122.121664327,4.47,-0.652818991098,-0.966850828729,-8.51144765439,0.11
1591,167.3,144,144.551595951,4.3,-0.712166172107,-0.552486187845,8.29213903749,-0.06
1592,165.4,141.6,124.919575439,4.38,-1.83976261128,-2.20994475138,-6.4153671714,0.02
1593,177.5,144.4,125.070398149,4.55,5.3412462908,-0.276243093923,-6.30237696994,0.19
1594,174.1,143.5,128.393411802,4.47,3.3234421365,-0.897790055249,-3.81291115555,0.11
1595,198.1,144.2,158.476199458,4.39,17.5667655786,-0.414364640884,18.7238820361,0.03
1596,164.5,144.8,128.393411802,4.45,-2.37388724036,0,-3.81291115555,0.09
1597,168.2,143.7,128.393411802,4.31,-0.178041543027,-0.759668508287,-3.81291115555,-0.05
1598,172.4,140.4,158.476199458,4.3,2.31454005935,-3.03867403315,18.7238820361,-0.06
1599,167.3,143.4,128.393411802,4.27,-0.712166172107,-0.966850828729,-3.81291115555,-0.09
1600,164.8,143.7,122.121664327,4.38,-2.19584569733,-0.759668508287,-8.51144765439,0.02
1601,153.9,144.2,125.070398149,4.3,-8.6646884273,-0.414364640884,-6.30237696994,-0.06
1602,163.3,144.8,136.684714833,4.34,-3.08605341246,0,2.39859370297,-0.02
1603,167.3,144.2,128.393411802,4.47,-0.712166172107,-0.414364640884,-3.81291115555,0.11
1604,199.9,144.5,137.824842105,4.35,18.6350148368,-0.207182320442,3.25273038909,-0.01
1605,177.5,144.2,128.393411802,4.41,5.3412462908,-0.414364640884,-3.81291115555,0.05
1606,161.3,144.6,128.393411802,4.29,-4.27299703264,-0.138121546961,-3.81291115555,-0.07
1607,168.4,144.2,144.551595951,4.6,-0.0593471810089,-0.414364640884,8.29213903749,0.24
1608,164.5,141,124.919575439,4.41,-2.37388724036,-2.62430939227,-6.4153671714,0.05
1609,174.6,144.8,125.070398149,4.47,3.62017804154,0,-6.30237696994,0.11
1610,167.5,144.2,144.551595951,4.41,-0.593471810089,-0.414364640884,8.29213903749,0.05
1611,169.8,146.3,135.295494737,4.53,0.771513353116,1.03591160221,1.35784686952,0.17
1612,170.8,144.2,125.070398149,4.45,1.3649851632,-0.414364640884,-6.30237696994,0.09
1613,168.6,144.2,158.476199458,4.21,0.0593471810089,-0.414364640884,18.7238820361,-0.15
1614,166.4,143.9,124.919575439,4.29,-1.24629080119,-0.621546961326,-6.4153671714,-0.07
1615,161.6,144.8,122.121664327,4.46,-4.09495548961,0,-8.51144765439,0.1
1616,168.6,143.9,124.919575439,4.36,0.0593471810089,-0.621546961326,-6.4153671714,0
1617,174.6,144.5,138.648217105,4.23,3.62017804154,-0.207182320442,3.86956923748,-0.13
1618,170.2,144.5,136.684714833,4.24,1.00890207715,-0.207182320442,2.39859370297,-0.12
1619,165.7,143.2,124.919575439,4.35,-1.66172106825,-1.10497237569,-6.4153671714,-0.01
1620,174.6,146.3,158.476199458,4.35,3.62017804154,1.03591160221,18.7238820361,-0.01
1621,156.1,147.3,124.919575439,4.6,-7.3590504451,1.72651933702,-6.4153671714,0.24
1622,198.1,145.2,124.919575439,4.6,17.5667655786,0.276243093923,-6.4153671714,0.24
1623,164.3,144.8,135.295494737,4.44,-2.49258160237,0,1.35784686952,0.08
1624,167.1,146.3,136.684714833,4.3,-0.830860534125,1.03591160221,2.39859370297,-0.06
1625,169.8,144.8,144.551595951,4.46,0.771513353116,0,8.29213903749,0.1
1626,170.2,147.5,144.551595951,4.6,1.00890207715,1.86464088398,8.29213903749,0.24
1627,168.4,144.4,144.551595951,4.36,-0.0593471810089,-0.276243093923,8.29213903749,0
1628,171.8,142.6,122.121664327,4.36,1.95845697329,-1.51933701657,-8.51144765439,0
1629,170.6,144.9,144.551595951,4.32,1.24629080119,0.0690607734807,8.29213903749,-0.04
1630,158.9,145.2,124.919575439,4.3,-5.69732937685,0.276243093923,-6.4153671714,-0.06
1631,167.1,145.2,124.919575439,4.44,-0.830860534125,0.276243093923,-6.4153671714,0.08
1632,171.2,144.4,144.551595951,4.41,1.60237388724,-0.276243093923,8.29213903749,0.05
1633,163.7,143.5,137.824842105,4.42,-2.84866468843,-0.897790055249,3.25273038909,0.06
1634,170.6,147.1,122.121664327,4.46,1.24629080119,1.58839779006,-8.51144765439,0.1
1635,169.3,143.3,144.551595951,4.27,0.474777448071,-1.03591160221,8.29213903749,-0.09
1636,173.2,144.3,122.121664327,4.47,2.78931750742,-0.345303867403,-8.51144765439,0.11
1637,192.4,143.9,135.295494737,4.3,14.1839762611,-0.621546961326,1.35784686952,-0.06
1638,165.4,144,144.551595951,4.32,-1.83976261128,-0.552486187845,8.29213903749,-0.04
1639,169.2,145.8,136.684714833,4.3,0.415430267062,0.690607734807,2.39859370297,-0.06
1640,153.9,146.1,122.121664327,4.41,-8.6646884273,0.897790055249,-8.51144765439,0.05
1641,170.2,146.1,135.295494737,4.3,1.00890207715,0.897790055249,1.35784686952,-0.06
1642,174.5,147.1,138.648217105,4.42,3.56083086053,1.58839779006,3.86956923748,0.06
1643,163.7,144.2,122.121664327,4.39,-2.84866468843,-0.414364640884,-8.51144765439,0.03
1644,166.1,144,144.551595951,4.6,-1.42433234421,-0.552486187845,8.29213903749,0.24
1645,162.6,143.6,125.070398149,4.36,-3.50148367953,-0.828729281768,-6.30237696994,0
1646,169.4,141.6,135.295494737,4.44,0.53412462908,-2.20994475138,1.35784686952,0.08
1647,169.2,143.7,124.919575439,4.29,0.415430267062,-0.759668508287,-6.4153671714,-0.07
1648,168.4,141,158.476199458,4.42,-0.0593471810089,-2.62430939227,18.7238820361,0.06
1649,163.7,141,124.919575439,4.34,-2.84866468843,-2.62430939227,-6.4153671714,-0.02
1650,163.3,145.8,144.551595951,4.47,-3.08605341246,0.690607734807,8.29213903749,0.11
1651,173.3,143.3,122.121664327,4.29,2.84866468843,-1.03591160221,-8.51144765439,-0.07
1652,153.9,143.4,124.919575439,4.6,-8.6646884273,-0.966850828729,-6.4153671714,0.24
1653,153.9,144,125.070398149,4.36,-8.6646884273,-0.552486187845,-6.30237696994,0
1654,166.1,145.1,136.684714833,4.32,-1.42433234421,0.207182320442,2.39859370297,-0.04
1655,170.6,144.5,144.551595951,4.36,1.24629080119,-0.207182320442,8.29213903749,0
1656,177.5,144.4,135.295494737,4.6,5.3412462908,-0.276243093923,1.35784686952,0.24
1657,170.2,144.5,136.684714833,4.41,1.00890207715,-0.207182320442,2.39859370297,0.05
1658,171,144.5,138.648217105,4.41,1.48367952522,-0.207182320442,3.86956923748,0.05
1659,163.7,144,135.295494737,4.47,-2.84866468843,-0.552486187845,1.35784686952,0.11
1660,185.7,143.6,136.684714833,4.6,10.2077151335,-0.828729281768,2.39859370297,0.24
1661,169.2,144.5,122.121664327,4.27,0.415430267062,-0.207182320442,-8.51144765439,-0.09
1662,164.5,144.6,128.393411802,4.21,-2.37388724036,-0.138121546961,-3.81291115555,-0.15
1663,164.5,143.5,144.551595951,4.44,-2.37388724036,-0.897790055249,8.29213903749,0.08
1664,170.1,143.8,136.684714833,4.21,0.949554896142,-0.690607734807,2.39859370297,-0.15
1665,176,144.8,144.551595951,4.6,4.45103857567,0,8.29213903749,0.24
1666,173.3,144.6,125.070398149,4.3,2.84866468843,-0.138121546961,-6.30237696994,-0.06
1667,176,144.6,122.121664327,4.29,4.45103857567,-0.138121546961,-8.51144765439,-0.07
1668,176,145.1,137.824842105,4.27,4.45103857567,0.207182320442,3.25273038909,-0.09
1669,161.3,144,128.393411802,4.46,-4.27299703264,-0.552486187845,-3.81291115555,0.1
1670,169.3,144.9,158.476199458,4.27,0.474777448071,0.0690607734807,18.7238820361,-0.09
1671,169.3,144.5,124.919575439,4.3,0.474777448071,-0.207182320442,-6.4153671714,-0.06
1672,190.9,144.8,124.919575439,4.41,13.293768546,0,-6.4153671714,0.05
1673,159.8,147.1,122.121664327,4.27,-5.16320474777,1.58839779006,-8.51144765439,-0.09
1674,168.4,143.3,135.295494737,4.29,-0.0593471810089,-1.03591160221,1.35784686952,-0.07
1675,165.7,147.1,158.476199458,4.46,-1.66172106825,1.58839779006,18.7238820361,0.1
1676,167.8,144.2,128.393411802,4.35,-0.415430267062,-0.414364640884,-3.81291115555,-0.01
1677,165.7,144.3,136.684714833,4.27,-1.66172106825,-0.345303867403,2.39859370297,-0.09
1678,167.4,147.5,136.684714833,4.27,-0.652818991098,1.86464088398,2.39859370297,-0.09
1679,170.2,145.1,125.070398149,4.35,1.00890207715,0.207182320442,-6.30237696994,-0.01
1680,161.7,143.7,144.551595951,4.34,-4.03560830861,-0.759668508287,8.29213903749,-0.02
1681,169.4,144,124.919575439,4.21,0.53412462908,-0.552486187845,-6.4153671714,-0.15
1682,176.6,147.5,135.295494737,4.36,4.80712166172,1.86464088398,1.35784686952,0
1683,174.5,144.5,137.824842105,4.41,3.56083086053,-0.207182320442,3.25273038909,0.05
1684,161.3,142.6,136.684714833,4.32,-4.27299703264,-1.51933701657,2.39859370297,-0.04
1685,165,141.4,122.121664327,4.21,-2.07715133531,-2.34806629834,-8.51144765439,-0.15
1686,163.7,144.8,158.476199458,4.44,-2.84866468843,0,18.7238820361,0.08
1687,169.9,141.6,136.684714833,4.41,0.830860534125,-2.20994475138,2.39859370297,0.05
1688,146.7,144.9,138.648217105,4.35,-12.9376854599,0.0690607734807,3.86956923748,-0.01
1689,164.8,143.2,158.476199458,4.35,-2.19584569733,-1.10497237569,18.7238820361,-0.01
1690,168.3,145.5,138.648217105,4.6,-0.118694362018,0.483425414365,3.86956923748,0.24
1691,164.6,143.5,135.295494737,4.21,-2.31454005935,-0.897790055249,1.35784686952,-0.15
1692,199.9,144.2,136.684714833,4.42,18.6350148368,-0.414364640884,2.39859370297,0.06
1693,171,147.3,138.648217105,4.31,1.48367952522,1.72651933702,3.86956923748,-0.05
1694,168.4,147.5,158.476199458,4.47,-0.0593471810089,1.86464088398,18.7238820361,0.11
1695,146.7,144.9,158.476199458,4.47,-12.9376854599,0.0690607734807,18.7238820361,0.11
1696,172.4,144.5,122.121664327,4.46,2.31454005935,-0.207182320442,-8.51144765439,0.1
1697,156.1,143.7,124.919575439,4.31,-7.3590504451,-0.759668508287,-6.4153671714,-0.05
1698,170.8,144.5,124.919575439,4.45,1.3649851632,-0.207182320442,-6.4153671714,0.09
1699,168.2,142.8,122.121664327,4.23,-0.178041543027,-1.38121546961,-8.51144765439,-0.13
1700,167.6,141.6,128.393411802,4.35,-0.53412462908,-2.20994475138,-3.81291115555,-0.01
1701,171.8,143.4,136.684714833,4.31,1.95845697329,-0.966850828729,2.39859370297,-0.05
1702,161.3,144.4,128.393411802,4.46,-4.27299703264,-0.276243093923,-3.81291115555,0.1
1703,166.2,143.4,125.070398149,4.55,-1.3649851632,-0.966850828729,-6.30237696994,0.19
1704,146.7,144.2,135.295494737,4.24,-12.9376854599,-0.414364640884,1.35784686952,-0.12
1705,170.2,145.2,137.824842105,4.36,1.00890207715,0.276243093923,3.25273038909,0
1706,168.2,144,125.070398149,4.6,-0.178041543027,-0.552486187845,-6.30237696994,0.24
1707,162.9,141.4,128.393411802,4.3,-3.3234421365,-2.34806629834,-3.81291115555,-0.06
1708,167.6,148.6,135.295494737,4.35,-0.53412462908,2.62430939227,1.35784686952,-0.01
1709,170.8,143.2,128.393411802,4.55,1.3649851632,-1.10497237569,-3.81291115555,0.19
1710,171.8,144.8,136.684714833,4.53,1.95845697329,0,2.39859370297,0.17
1711,163.3,144.9,128.393411802,4.46,-3.08605341246,0.0690607734807,-3.81291115555,0.1
1712,164.6,143.7,124.919575439,4.44,-2.31454005935,-0.759668508287,-6.4153671714,0.08
1713,160.6,144.6,125.070398149,4.55,-4.6884272997,-0.138121546961,-6.30237696994,0.19
1714,167.1,147.9,136.684714833,4.47,-0.830860534125,2.1408839779,2.39859370297,0.11
1715,169.2,144.6,158.476199458,4.32,0.415430267062,-0.138121546961,18.7238820361,-0.04
1716,166.1,143.9,124.919575439,4.6,-1.42433234421,-0.621546961326,-6.4153671714,0.24
1717,158.9,141.6,138.648217105,4.47,-5.69732937685,-2.20994475138,3.86956923748,0.11
1718,174.3,143.2,144.551595951,4.29,3.44213649852,-1.10497237569,8.29213903749,-0.07
